naslov,zanr 
echoshift,Miscellaneous
echoshift,Puzzle
echoshift,Puzzle
echoshift,Puzzle
echoshift,Logic
echoshift,Logic
WWE SmackDown vs. Raw 2010,Action
WWE SmackDown vs. Raw 2010,Sports
WWE SmackDown vs. Raw 2010,Fighting
WWE SmackDown vs. Raw 2010,Fighting
WWE SmackDown vs. Raw 2010,Individual
WWE SmackDown vs. Raw 2010,Wrestling
WWE SmackDown vs. Raw 2010,Combat
WWE SmackDown vs. Raw 2010,Wrestling
Final Fantasy Crystal Chronicles: Echoes of Time,Role-Playing
Final Fantasy Crystal Chronicles: Echoes of Time,Action RPG
Final Fantasy Crystal Chronicles: Echoes of Time,Action RPG
Chibi-Robo!,Action Adventure
Chibi-Robo!,Fantasy
The Bard's Tale,Role-Playing
The Bard's Tale,Third-Person
Still Life,Adventure
Still Life,Third-Person
Still Life,Point-and-Click
Still Life,Modern
Still Life,Modern
Green Day: Rock Band,Action
Green Day: Rock Band,Miscellaneous
Green Day: Rock Band,Rhythm
Green Day: Rock Band,Music
Green Day: Rock Band,Music
Shadow of Rome,Action Adventure
Shadow of Rome,Historic
Sonic Mega Collection Plus,Miscellaneous
Sonic Mega Collection Plus,Compilation
Road Not Taken,Miscellaneous
Road Not Taken,Puzzle
Road Not Taken,General
Call of Juarez: Gunslinger,Action
Call of Juarez: Gunslinger,Shooter
Call of Juarez: Gunslinger,Shooter
Call of Juarez: Gunslinger,First-Person
Call of Juarez: Gunslinger,Historic
Call of Juarez: Gunslinger,Historic
Call of Juarez: Gunslinger,Arcade
Smash T.V.,Action
Smash T.V.,Shooter
Smash T.V.,Shooter
Smash T.V.,Static
Smash T.V.,Static
Smash T.V.,Shoot-'Em-Up
Smash T.V.,Top-Down
The Escapists 2,Action
The Escapists 2,General
escapeVektor,Miscellaneous
escapeVektor,Puzzle
escapeVektor,Action
escapeVektor,Puzzle
escapeVektor,Action
Tak 2: The Staff of Dreams,Action
Tak 2: The Staff of Dreams,Platformer
Tak 2: The Staff of Dreams,3D
The Dark Eye: Chains of Satinav,Adventure
The Dark Eye: Chains of Satinav,General
The Dark Eye: Chains of Satinav,General
The Dark Eye: Chains of Satinav,Point-and-Click
Afterparty,Adventure
Afterparty,General
Nidhogg 2,Action
Nidhogg 2,General
Ode,Adventure
Ode,3D
Ode,Third-Person
Monster Lab,Role-Playing
Monster Lab,Action RPG
Monster Lab,General
Monster Lab,Action RPG
Game of Thrones: Episode One - Iron From Ice,Action
Game of Thrones: Episode One - Iron From Ice,Adventure
Game of Thrones: Episode One - Iron From Ice,General
Game of Thrones: Episode One - Iron From Ice,Point-and-Click
inbento,Puzzle
inbento,General
Neo Cab,Adventure
Neo Cab,General
Chime Sharp,Puzzle
Chime Sharp,General
Metrico+,Puzzle
Metrico+,Action
Prison Architect,Strategy
Prison Architect,General
Prison Architect,Management
Prison Architect,Business / Tycoon
Need for Speed Carbon,Driving
Need for Speed Carbon,Racing
Need for Speed Carbon,GT / Street
NBA Street Showdown,Sports
NBA Street Showdown,Traditional
NBA Street Showdown,Team
NBA Street Showdown,Basketball
NBA Street Showdown,Arcade
NBA Street Showdown,Arcade
Assassin's Creed: Brotherhood - The Da Vinci Disappearance,Action Adventure
Assassin's Creed: Brotherhood - The Da Vinci Disappearance,Historic
Assassin's Creed: Brotherhood - The Da Vinci Disappearance,Historic
Assassin's Creed: Brotherhood - The Da Vinci Disappearance,Open-World
Nihilumbra,Action
Nihilumbra,Adventure
Nihilumbra,General
Nihilumbra,General
Nihilumbra,Platformer
Nihilumbra,2D
Dead Nation: Road of Devastation,Action
Dead Nation: Road of Devastation,Shooter
Dead Nation: Road of Devastation,Shooter
Dead Nation: Road of Devastation,Third-Person
Dead Nation: Road of Devastation,Shoot-'Em-Up
Dead Nation: Road of Devastation,Modern
Dead Nation: Road of Devastation,Modern
Dead Nation: Road of Devastation,Top-Down
Command & Conquer 3: Kane's Wrath,Strategy
Command & Conquer 3: Kane's Wrath,Real-Time
Command & Conquer 3: Kane's Wrath,Sci-Fi
Command & Conquer 3: Kane's Wrath,Sci-Fi
Command & Conquer 3: Kane's Wrath,General
Myst IV: Revelation,Adventure
Myst IV: Revelation,First-Person
Myst IV: Revelation,Fantasy
Dungeons 3,Strategy
Dungeons 3,General
Warp,Action
Warp,General
Warp,General
Dragon Ball: Advanced Adventure,Action
Dragon Ball: Advanced Adventure,Beat-'Em-Up
Hidden & Dangerous 2,Action
Hidden & Dangerous 2,Shooter
Hidden & Dangerous 2,Shooter
Hidden & Dangerous 2,First-Person
Hidden & Dangerous 2,Tactical
Hidden & Dangerous 2,Historic
Hidden & Dangerous 2,Historic
Dynasty Warriors 4,Action
Dynasty Warriors 4,Beat-'Em-Up
Mortal Kombat: Tournament Edition,Action
Mortal Kombat: Tournament Edition,Fighting
Mortal Kombat: Tournament Edition,2D
NHL 2003,Sports
NHL 2003,Traditional
NHL 2003,Team
NHL 2003,Ice Hockey
NHL 2003,Sim
NHL 2003,Sim
Mat Hoffman's Pro BMX,Sports
Mat Hoffman's Pro BMX,Alternative
Mat Hoffman's Pro BMX,Biking
Dynasty Warriors 2,Action
Dynasty Warriors 2,Beat-'Em-Up
X-Men: Mutant Academy,Action
X-Men: Mutant Academy,Fighting
X-Men: Mutant Academy,3D
Airfix Dogfighter,Simulation
Airfix Dogfighter,Flight
Airfix Dogfighter,Modern Jet
Airfix Dogfighter,Modern Jet
Airfix Dogfighter,Combat
Shovel Knight Showdown,Action
Shovel Knight Showdown,Platformer
Shovel Knight Showdown,2D
NightSky,Miscellaneous
NightSky,Puzzle
NightSky,Action
NightSky,Puzzle
NightSky,Action
The Walking Dead: The Telltale Series - The Final Season Episode 4: Take Us Back,Adventure
The Walking Dead: The Telltale Series - The Final Season Episode 4: Take Us Back,Point-and-Click
Omensight,Adventure
Omensight,3D
Omensight,First-Person
Bomber Crew,Simulation
Bomber Crew,Flight
Bomber Crew,Combat
The Evil Within: The Consequence,Action Adventure
The Evil Within: The Consequence,Survival
Super Princess Peach,Action
Super Princess Peach,Platformer
Super Princess Peach,Platformer
Super Princess Peach,2D
Super Princess Peach,2D
Hakuoki: Memories of the Shinsengumi,General
Hakuoki: Memories of the Shinsengumi,Adventure
Hakuoki: Memories of the Shinsengumi,General
Hakuoki: Memories of the Shinsengumi,Visual Novel
The King of Fighters XI,Action
The King of Fighters XI,Fighting
The King of Fighters XI,2D
Stella Deus: The Gate of Eternity,Strategy
Stella Deus: The Gate of Eternity,Turn-Based
Stella Deus: The Gate of Eternity,Fantasy
Shakedown Hawaii,Action Adventure
Shakedown Hawaii,Open-World
Chroma Squad,Strategy
Chroma Squad,Turn-Based
Chroma Squad,Tactics
Beatbuddy: Tale of the Guardians,General
Beatbuddy: Tale of the Guardians,Action
Beatbuddy: Tale of the Guardians,Miscellaneous
Beatbuddy: Tale of the Guardians,Rhythm
Beatbuddy: Tale of the Guardians,Music
Beatbuddy: Tale of the Guardians,Music
Disney DuckTales Remastered,Action
Disney DuckTales Remastered,Platformer
Disney DuckTales Remastered,Platformer
Disney DuckTales Remastered,2D
Disney DuckTales Remastered,2D
Marvel's Spider-Man: Silver Lining,Action Adventure
Marvel's Spider-Man: Silver Lining,Open-World
Bit.Trip Fate,Action
Bit.Trip Fate,Miscellaneous
Bit.Trip Fate,Rhythm
Bit.Trip Fate,Music
Bit.Trip Fate,Music
Shenmue I & II,Miscellaneous
Shenmue I & II,Compilation
Just Cause,Action Adventure
Just Cause,Modern
Just Cause,Modern
Just Cause,Open-World
Double Dragon Advance,Action
Double Dragon Advance,Beat-'Em-Up
Borderlands 3: Moxxi's Heist of the Handsome Jackpot,Action
Borderlands 3: Moxxi's Heist of the Handsome Jackpot,Shooter
Borderlands 3: Moxxi's Heist of the Handsome Jackpot,First-Person
Borderlands 3: Moxxi's Heist of the Handsome Jackpot,Arcade
Pocket Rumble,Action
Pocket Rumble,Fighting
Pocket Rumble,2D
Resident Evil: Revelations 2 - Episode 4: Metamorphosis,Action Adventure
Resident Evil: Revelations 2 - Episode 4: Metamorphosis,Survival
Unmechanical: Extended Edition,Action
Unmechanical: Extended Edition,Puzzle
Unmechanical: Extended Edition,General
Unmechanical: Extended Edition,Platformer
Unmechanical: Extended Edition,2D
Observation,Adventure
Observation,General
Doraemon: Story of Seasons,Strategy
Doraemon: Story of Seasons,Adventure
Doraemon: Story of Seasons,General
Doraemon: Story of Seasons,Management
Doraemon: Story of Seasons,Business / Tycoon
Mass Effect 3: Leviathan,Role-Playing
Mass Effect 3: Leviathan,Action RPG
Mass Effect 3: Leviathan,Action RPG
Symphony,Miscellaneous
Symphony,General
Symphony,General
Black Future '88,Action
Black Future '88,Shooter
Black Future '88,Shoot-'Em-Up
Black Future '88,Top-Down
Neversong,Adventure
Neversong,General
Biped,Action
Biped,General
Bleed,Action
Bleed,Platformer
Bleed,2D
Ironcast,Puzzle
Ironcast,Matching
Samurai Jack: Battle Through Time,Action Adventure
Samurai Jack: Battle Through Time,General
Coffee Talk,Adventure
Coffee Talk,Visual Novel
Disney Classic Games: Aladdin and the Lion King,Miscellaneous
Disney Classic Games: Aladdin and the Lion King,Compilation
The Flame in the Flood,Action Adventure
The Flame in the Flood,General
The Flame in the Flood,Survival
Attack on Titan 2: Final Battle,Action
Attack on Titan 2: Final Battle,General
"Gremlins, Inc.",Miscellaneous
"Gremlins, Inc.",Board / Card Game
Assault Heroes 2,Action
Assault Heroes 2,Shooter
Assault Heroes 2,Shooter
Assault Heroes 2,Scrolling
Assault Heroes 2,Scrolling
Assault Heroes 2,Shoot-'Em-Up
Assault Heroes 2,Vertical
Phantom: Covert Ops,Action
Phantom: Covert Ops,Shooter
Phantom: Covert Ops,First-Person
Phantom: Covert Ops,Arcade
Hydro Thunder Hurricane,Driving
Hydro Thunder Hurricane,Racing
Hydro Thunder Hurricane,Arcade
Hydro Thunder Hurricane,Snow / Water
Hydro Thunder Hurricane,Other
Hydro Thunder Hurricane,Snow / Water
The Stretchers,Action
The Stretchers,General
Broken Sword 5 - The Serpent&#39;s Curse,Adventure
Broken Sword 5 - The Serpent&#39;s Curse,General
Sorcerer King,Strategy
Sorcerer King,General
Swords & Soldiers II,Strategy
Swords & Soldiers II,General
The Eye of Judgment,Strategy
The Eye of Judgment,Miscellaneous
The Eye of Judgment,Turn-Based
The Eye of Judgment,Card Battle
The Eye of Judgment,Card Battle
Madden NFL 06,Sports
Madden NFL 06,Traditional
Madden NFL 06,Team
Madden NFL 06,Football
Madden NFL 06,Sim
Madden NFL 06,Sim
Drakensang: The Dark Eye,Role-Playing
Drakensang: The Dark Eye,PC-style RPG
Drakensang: The Dark Eye,Western-Style
LEGO Star Wars III: The Clone Wars,Action Adventure
LEGO Star Wars III: The Clone Wars,Sci-Fi
LEGO Star Wars III: The Clone Wars,Sci-Fi
LEGO Star Wars III: The Clone Wars,General
Gun,Action Adventure
Gun,Historic
Gun,General
Gun,Historic
Gun,Open-World
X-Men Origins: Wolverine,Action
X-Men Origins: Wolverine,Beat-'Em-Up
X-Men Origins: Wolverine,Beat-'Em-Up
X-Men Origins: Wolverine,2D
X-Men Origins: Wolverine,3D
Carrion,Action
Carrion,Platformer
Carrion,2D
Ion Fury,Action
Ion Fury,General
Ion Fury,Shooter
Ion Fury,First-Person
Ion Fury,Arcade
Overland,Strategy
Overland,Turn-Based
Overland,Tactics
The Gardens Between,Adventure
The Gardens Between,General
Total War: Arena,Military
Total War: Arena,Strategy
Total War: Arena,Real-Time
Total War: Arena,General
Life is Strange: Before the Storm - Episode 3: Hell is Empty,Action Adventure
Life is Strange: Before the Storm - Episode 3: Hell is Empty,General
Reus,Strategy
Reus,General
Event[0],Adventure
Event[0],3D
Event[0],First-Person
Tropico 5 Penultimate Edition,Strategy
Tropico 5 Penultimate Edition,Management
Tropico 5 Penultimate Edition,Government
Resident Evil: Revelations 2,Horror
Resident Evil: Revelations 2,Action Adventure
Resident Evil: Revelations 2,Survival
Guardians of Middle-Earth,Action
Guardians of Middle-Earth,Strategy
Guardians of Middle-Earth,General
Guardians of Middle-Earth,Real-Time
Guardians of Middle-Earth,MOBA
Guardians of Middle-Earth,MOBA
NBA Jam,Sports
NBA Jam,Traditional
NBA Jam,Team
NBA Jam,Basketball
NBA Jam,Arcade
NBA Jam,Arcade
Spider-Man: Shattered Dimensions,Action
Spider-Man: Shattered Dimensions,Adventure
Spider-Man: Shattered Dimensions,Beat-'Em-Up
Spider-Man: Shattered Dimensions,Fantasy
Spider-Man: Shattered Dimensions,Third-Person
Spider-Man: Shattered Dimensions,Fantasy
Spider-Man: Shattered Dimensions,3D
Sol Survivor,Strategy
Sol Survivor,Real-Time
Sol Survivor,Sci-Fi
Sol Survivor,General
Ultimate Spider-Man,Action
Ultimate Spider-Man,Action Adventure
Ultimate Spider-Man,Beat-'Em-Up
Ultimate Spider-Man,General
Ultimate Spider-Man,Beat-'Em-Up
Missing: Since January,Adventure
Missing: Since January,General
Missing: Since January,General
Prince of Persia: The Sands of Time,Action Adventure
Prince of Persia: The Sands of Time,Fantasy
Magic: The Gathering Online,Strategy
Magic: The Gathering Online,Miscellaneous
Magic: The Gathering Online,Turn-Based
Magic: The Gathering Online,Card Battle
Magic: The Gathering Online,Card Battle
Worms World Party,Strategy
Worms World Party,Turn-Based
Worms World Party,General
Worms World Party,Wargame
Worms World Party,General
Worms World Party,Fantasy
Worms World Party,Artillery
Blade of Darkness,Role-Playing
Blade of Darkness,Action Adventure
Blade of Darkness,Fantasy
Blade of Darkness,General
Blade of Darkness,Fantasy
Blade of Darkness,Action RPG
A Total War Saga: TROY,Strategy
A Total War Saga: TROY,Real-Time
A Total War Saga: TROY,General
Dead or Alive 5 Last Round,Action
Dead or Alive 5 Last Round,Fighting
Dead or Alive 5 Last Round,3D
Evolve,Action
Evolve,Shooter
Evolve,First-Person
Evolve,Sci-Fi
Evolve,Arcade
Sonic the Hedgehog 4: Episode I,Action
Sonic the Hedgehog 4: Episode I,General
Sonic the Hedgehog 4: Episode I,Platformer
Sonic the Hedgehog 4: Episode I,2D
Evoland 2: A Slight Case of Spacetime Continuum Disorder,Adventure
Evoland 2: A Slight Case of Spacetime Continuum Disorder,General
Tokyo Xanadu,Role-Playing
Tokyo Xanadu,Action RPG
Batman: The Brave and the Bold - The Videogame,Action
Batman: The Brave and the Bold - The Videogame,General
Batman: The Brave and the Bold - The Videogame,General
Pato Box,Sports
Pato Box,Individual
Pato Box,Combat
Pato Box,Boxing / Martial Arts
Anomaly 2,Strategy
Anomaly 2,Real-Time
Anomaly 2,Sci-Fi
Anomaly 2,General
Sundered,Action Adventure
Sundered,General
Railway Empire,Simulation
Railway Empire,Strategy
Railway Empire,Management
Railway Empire,Vehicle
Railway Empire,Train
Railway Empire,Business / Tycoon
Tell Me Why,Adventure
Tell Me Why,General
Every Extend Extra,Action
Every Extend Extra,Shooter
Every Extend Extra,Shooter
Every Extend Extra,Static
Every Extend Extra,Static
Every Extend Extra,Shoot-'Em-Up
Every Extend Extra,Top-Down
Ivy the Kiwi?,Action
Ivy the Kiwi?,General
Ivy the Kiwi?,Platformer
Ivy the Kiwi?,Platformer
Ivy the Kiwi?,2D
Ivy the Kiwi?,2D
Hasbro Family Game Night: Sorry! Sliders,Miscellaneous
Hasbro Family Game Night: Sorry! Sliders,Board Games
Hasbro Family Game Night: Sorry! Sliders,Board / Card Game
Real World Golf,Sports
Real World Golf,Traditional
Real World Golf,Golf
Real World Golf,Sim
Lara Croft and the Temple of Osiris,Action
Lara Croft and the Temple of Osiris,Action Adventure
Lara Croft and the Temple of Osiris,Platformer
Lara Croft and the Temple of Osiris,Linear
Lara Croft and the Temple of Osiris,2D
Just Cause,Action Adventure
Just Cause,Modern
Epistory - Typing Chronicles,Action Adventure
Epistory - Typing Chronicles,General
Amnesia: Rebirth,Action Adventure
Amnesia: Rebirth,Survival
Arcade Spirits,Adventure
Arcade Spirits,Visual Novel
Tricky Towers,Puzzle
Tricky Towers,Stacking
Minit,Adventure
Minit,General
Aegis Defenders,Role-Playing
Aegis Defenders,Action RPG
Furi,Action
Furi,General
Furi,Fighting
Furi,3D
Droplitz,Miscellaneous
Droplitz,Puzzle
Droplitz,Puzzle
Droplitz,General
Droplitz,General
Batman: Arkham VR,Action
Batman: Arkham VR,General
Back to the Future: The Game - Episode I: It's About Time,Action Adventure
Back to the Future: The Game - Episode I: It's About Time,Adventure
Back to the Future: The Game - Episode I: It's About Time,Sci-Fi
Back to the Future: The Game - Episode I: It's About Time,Sci-Fi
Back to the Future: The Game - Episode I: It's About Time,3D
Back to the Future: The Game - Episode I: It's About Time,Third-Person
Chili Con Carnage,Action
Chili Con Carnage,Shooter
Chili Con Carnage,Shooter
Chili Con Carnage,Third-Person
Chili Con Carnage,Modern
Chili Con Carnage,Modern
Chili Con Carnage,Arcade
Dead Nation: Apocalypse Edition,Action
Dead Nation: Apocalypse Edition,Shooter
Dead Nation: Apocalypse Edition,Third-Person
Dead Nation: Apocalypse Edition,Shoot-'Em-Up
Dead Nation: Apocalypse Edition,Modern
Dead Nation: Apocalypse Edition,Top-Down
The Wolf Among Us: Episode 4 - In Sheep's Clothing,Action Adventure
The Wolf Among Us: Episode 4 - In Sheep's Clothing,Adventure
The Wolf Among Us: Episode 4 - In Sheep's Clothing,General
The Wolf Among Us: Episode 4 - In Sheep's Clothing,Fantasy
The Wolf Among Us: Episode 4 - In Sheep's Clothing,Point-and-Click
The Walking Dead: The Telltale Series - A New Frontier Episode 3: Above the Law,Adventure
The Walking Dead: The Telltale Series - A New Frontier Episode 3: Above the Law,Point-and-Click
